Registro_ANS;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP
321125;AV. SANTA RITA DE CASSIA;278;;FAROL;MaceiÃ³;AL;57051600
381144;AVENIDA PAPA JOAO XXIII;513;;ZONA 02;MaringÃ¡;PR;87010060
382337;AVENIDA PRESIDENTE VARGAS;263;GRUPO 102;CENTRO;Duque de Caxias;RJ;25070330
303291;AV DIOCESANA;266;;NOVA BETANIA;MossorÃ³;RN;59603200
419729;RUA BONSUCESSO;472;;SÃƒO FRANCISCO;Passos;MG;37902000
361593;Rua Silvia ;110;10Âº andar - EdifÃ­cio Santa LÃºcia ;Bela Vista ;SÃ£o Paulo;SP;1331010
402109;AV. GETULIO VARGAS;421;SALA 206, 2 ANDAR;CENTRO;Paulo Afonso;BA;48601260
346004;RUA ALFARES JOSÃ‰ CAETANO ;1352;;CENTRO;Piracicaba;SP;13400123
378941;RUA JOAQUIM PROCÃ“PIO DE ARAÃšJO;1470;;CENTRO;Pirassununga;SP;13630082
315818;RUA BARÃƒO DO CERRO AZUL;618;;CENTRO;Ponta Grossa;PR;84010210
366439;AV. INDEPENDÃŠNCIA;914;;INDEPENDÃŠNCIA;Porto Alegre;RS;90035072
344451;AV JOÃƒO XXIII;697;;SANTA MARIA;UberlÃ¢ndia;MG;38408056
406121;RUA ISAAC DAVID HALPERN;64;;COMERCIAL;Resende;RJ;27541140
367966;RUA LUIZ LOREA;263;;CENTRO;Rio Grande;RS;96200350
305421;RUA QUINTINO BANDEIRA;64;1Âº ANDAR - EDIF. SAMPAIO;SÃƒO GERALDO;Porto Alegre;RS;90220050
327441;RUA OSCAR VIDAL;373;;CENTRO;Juiz de Fora;MG;36016290
314871;RUA NIVALDO RIBEIRO;5;;CENTRO;Rio Verde;GO;75901120
363171;RUA PROFESSORA CLÃ‰LIA;12;;VILA SANTA CECILIA;Volta Redonda;RJ;27260500
335525;RUA 15 DE NOVEMBRO;2597;;CENTRO;SÃ£o Carlos;SP;13560241
303259;RUA INDEPENDENCIA ;2651;;CENTRO;SÃ£o JosÃ© do Rio Preto;SP;15010110
319350;RUA DR. SOUZA ALVES ;728;;CENTRO;TaubatÃ©;SP;12020030
370568;RUA CORONEL MANOEL BORGES;618;;CENTRO;Uberaba;MG;38060340
382655;PRAÃ‡A DOUTOR GAMA RODRIGUES;365;;CRUZ;Lorena;SP;12606080
345318;RUA AÃ‡U;665;;TIROL;Natal;RN;59020110
420808;AV TEOTÃ”NIO PARREIRA COELHO ;860;SALA 01;INGA ALTO;Betim;MG;32604376
421278;RUA MINAS GERAIS;165;;VILA PINHEIRO;JacareÃ­;SP;12307060
423114;Rua JoÃ£o Pessoa de Matos;330;Sala 501 e 502;Praia da Costa;Vila Velha;ES;29101115
423335;QS 3 EPCT ;SN;LOTES 3  5  7 E 9  - SALAS 1701 A 1716 -;ÃGUAS CLARAS ;BrasÃ­lia;DF;71953000
413348;RUA LARA CAMPOS ;183;;CENTRO;TietÃª;SP;18530000
422134;AV MELCHERT ;926;3 ANDAR;VILA MATILDE;SÃ£o Paulo;SP;3508000
418137;RUA ARQUIMEDES GONÃ‡ALVES;219;;NAZARÃ‰;Salvador;BA;40050300
414581;PRAÃ‡A CORONEL TERTULIANO ALMEIDA;5;;CENTRO;Feira de Santana;BA;44001256
423131;Avenida das AmÃ©ricas;500;BLOCO 03, LOJA 105;Barra da Tijuca;Rio de Janeiro;RJ;22640904
422126;RUA CONSTRUTOR SEBASTIAO SOARES DE SOUZA;96;Salas 203 a 207;Praia da Costa;Vila Velha;ES;29101350
422223;AVENIDA ANTONIO CARLOS COMITRE ;540;1 ANDAR - SALA 14;PARQUE CAMPOLIM ;Sorocaba;SP;18047620
419061;AVENIDA ALVARO MAIA;742;SALA 102;CENTRO;Manaus;AM;69025070
424048;AV. CARDOSO DE SÃ;647;;CENTRO;Petrolina;PE;56302110
345695;PRAIA DE BOTAFOGO;186;SALA 701 A 1901 - TORRE OSCAR NIEMEYER;BOTAFOGO;Rio de Janeiro;RJ;22250145
417301;AVENIDA DO CONTORNO;4265;5Âº ANDAR;SÃƒO LUCAS;Belo Horizonte;MG;30110021
417581;AVENIDA ASSIS CHATEAUBRIAND;288;SALA 02 e 03;FLORESTA;Belo Horizonte;MG;30150100
423751;AL SANTOS;415.0;CONJ 131 ANDAR 13;CERQUEIRA CESAR;SÃ£o Paulo;SP;1419913
424013;RUA NOSSA SENHORA DA CONCEICAO;756;LETRA A SALA 05;CENTRO;Contagem;MG;32044000
420018;RUA AFONSO ARINOS DE MELO FRANCO;222;BLOCO 01 - SALA 1701;BARRA DA TIJUCA;Rio de Janeiro;RJ;22631455
422240;RUA DA ASSEMBLÃ‰IA;10;SALA 3811;CENTRO;Rio de Janeiro;RJ;20011901
422835;RUA PROFESSOR JOSÃ‰ RANIERI;ago/55;CONJUNTO B;CENTRO;Bauru;SP;17015361
416789;RUA AMÃLIA DE NORONHA;151;CONJUNTO 701;PINHEIROS;SÃ£o Paulo;SP;5410010
344443;AV MOACYR SAUDINO;271;BOX 22  - 3Âº ANDAR;CENTRO;Alfredo Chaves;ES;29240000
405582;RUA PIMENTA DE PADUA;2219;;N. SRA. DE FATIMA;SÃ£o SebastiÃ£o do ParaÃ­so;MG;37950000
403911;Avenida RepÃºblica do Chile ;230;Sala 2601;Centro ;Rio de Janeiro;RJ;20031170
414905;AVENIDA PRESIDENTE ITAMAR FRANCO;4001;LOJA 202 E;CASCATINHA;Juiz de Fora;MG;36033318
423831;Avenida Manoel Dias da Silva;737;EdifÃ­cio Multi 1Âº andar - sala 2;Pituba;Salvador;BA;41830000
423378;Rua JosÃ© Versolato;111;bloco b, sala 3014;centro;SÃ£o Bernardo do Campo;SP;9750730
422592;Avenida Doutora Ruth Cardoso;7221;7Âº andar;Pinheiros;SÃ£o Paulo;SP;5425070
361461;AVENIDA T-10;208;LOTES 9/12, QUADRA 102, ED. NEW TIMES SQ;SETOR BUENO;GoiÃ¢nia;GO;74223060
414662;Rua Santos Dumont;3275;Centro Empresarial Empire Center - 11Âº A;ZONA 01;MaringÃ¡;PR;87013050
422657;AVENIDA NILO PEÃ‡ANHA;50;GRP 2412;CENTRO;Rio de Janeiro;RJ;20020906
417122;Avenida Brigadeiro Faria Lima;1478;15Âº andar, cj. 1501;Jardim Paulistano;SÃ£o Paulo;SP;1472900
422487;Rua Augusta;1846;2Âº andar, conjunto 211;Cerqueira CÃ©sar;SÃ£o Paulo;SP;1412000
414247;AV. JUSCELINO KUBITSCHECK DE OLIVEIRA;2600;LAT DIREITA;CIC;Curitiba;PR;81260900
423742;RUA ITALIA;33.0;;JARDIM BONFIGLIOLI;JundiaÃ­;SP;13207280
421049;Avenida GetÃºlio Vargas;196;5Âº andar;Centro;Colatina;ES;29700010
419231;RUA MINISTRO OROZIMBO NONATO;442;SALAS 701, 702, 707 e 708;VILA DA SERRA;Nova Lima;MG;34006053
351628;RUA PADRE GATONE;20;SALA 11;CENTRO;Brusque;SC;88350350
421936;RUA TEÃ“FILO OTONI;82;SALA 501;Centro;Rio de Janeiro;RJ;20090070
423084;R LEOPOLDO DE BULHOES;40;4ÂºANDAR;VILA CLEMENTINO;SÃ£o Paulo;SP;4022020
423505;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK;1909;26Âº ANDAR (PARTE);VILA NOVA CONCEIÃ‡ÃƒO;SÃ£o Paulo;SP;4543907
422380;Rua Albita;131;1o Andar / 101;Cruzeiro;Belo Horizonte;MG;30310160
423092;Rua da Paisagem;220.0;Sala 11S;Vila da Serra;Nova Lima;MG;34006059
424315;RUA QUINZE DE NOVEMBRO;228;APT 304;CENTRO;NiterÃ³i;RJ;24020125
419354;AV. JORNALISTA ROBERTO MARINHO;85;20Âº ANDAR;CIDADE MONÃ‡Ã•ES;SÃ£o Paulo;SP;4576010
400882;R. ELPIDIO GOMES;1262;;CENTRO;SertÃ£ozinho;SP;14160620
407534;RUA SÃƒO JANUÃRIO;468;;VASCO DA GAMA;Rio de Janeiro;RJ;20921003
421944;RUA BARATA RIBEIRO;288;TÃ‰RREO;VILA ITAPURA;Campinas;SP;13015097
